raw,clean,labels
masih open yaa beb yang mau manja2an malem ini bisa dm aku yaaa bojakarta bisyar bispak bisyarlampung bispaklampung,masih open ya sayang yang mau manja an malam ini bisa dm saya iya bojakarta bisyar bispak bisyarlampung bispaklampung,1
kalau aku main yelling game ni mesti jiran ingat yang aku tengah kena sawan babi,kalau saya main yelling main ini mesti jiran ingat yang saya tengah kena sawan babi,0
kamu mau ngodein apa ke dia coba sampein sini,kamu mau ngodein apa ke dia coba sampai sini,0
aku rasa aku power hahahahaha,saya rasa saya power hahahahaha,1
maaf ya kamu aku bub,maaf iya kamu saya bub,0
maaf kemarin aku dapet emas asian games jadi bebas wamil,maaf kemarin saya dapat emas asi games jadi bebas wajib militer,0
aku tak kesah pun sapa yang jadi presiden uiam walaupun dah habis blaja kat situ aku still tak boleh terima orang luar semak n,saya tidak kesah pun sapa yang jadi presiden uiam walaupun deh habis blaja kat situ saya masih tidak boleh terima orang luar semak,0
okay attention doktor report i m free from cancer tak sia2 aku berdoa jaga makan do the healthy activity and la,okay attention doktor repoi bebas dari cancer tidak sia saya doa jaga makan di the healthy activity dan lah,1
terselepet rambut irenge wonpil aku mak,lepet rambut irenge wonpil saya ibu,0
jangan pernah bohongin perasaanmu kalo emang km sayang dia pertahanin amp perjuangin buktikan kalo kamu pantas buat dia,jangan pernah bohongin asa jika memang kamu sayang dia pertahanin amp perjuangin bukti jika kamu pantas buat dia,1
kalau kamu belum punya anak lalu mau ikut sok ceramah dan propaganda soal anti vaksin let me tell you one thing ya go,kalau kamu belum punya anak lalu mau ikut sok ceramah dan propaganda soal anti vaksin let me tell you one thing iya go,-1
aku taktaulah hg tuju dekatapa but after read it i'm crying rindu tu sakit sebab takleh nak luah bcs thing i,saya taktaulah hg tuju dekatapa but telah read itu crying rindu itu sakit sebab takleh mau luah bcs thing,-1
ketika dia yang kamu cinta meninggalkanmu demi orang lain keringkan air matamu karena kamu tahu kamu pantas dapatkan yang lebih baik,ketika dia yang kamu cinta tinggal demi orang lain kering air mata karena kamu tahu kamu pantas dapat yang lebih baik,-1
jgn pernah ngerasa ga layak ga pantes kmu berhak mendapatkan cinta dari org yg kmu inginkan dari org yg terbaik buat kmu kamu layak,jangan pernah rasa enggak layak enggak pantas kamu hak dapat cinta dari orang yang kamu ingin dari orang yang baik buat kamu kamu layak,1
iyaa aku ke tikung aaaa,iya saya ke tikung,-1
bodo amat ah yang lagi limit sama sensi gue undang buat dateng ditungguin pokoknya dateng belakangan juga gapapa ak,bodo amat ah yang lagi limit sama sensi aku undang buat datang ditungguin pokok datang belakang juga gapapa aku,-1
jangan kebanyakan mikirin aku nun jadi pusing kan,jangan banyak pikir saya nun jadi pusing kan,-1
my 95z udah setahunan kita kenal dari jaman kita ketemu di siliters sampai sekarang 3 masih awet jadi temen aku janga,my sudah tahun kita kenal dari jaman kita ketemu di siliters sampai sekarang masih awet jadi teman saya janga,0
anti aging by novage tahukah kamu kalau penuaan dini adalah hal yang paling ditakuti apakah kamu salah satun,anti aging by novage tahu kamu kalau tua dini adalah hal yang paling takut apakah kamu salah satun,0
jangan anggap aku enggak ngei apa apa hue ommaaaaaaa,jangan anggap saya tidak ngei apa apa hue omma,-1
aku mulfan sakit hati bacanya jangan nyudutin fandom lain juga ya ga semuanya gitu,saya mulfan sakit hati baca jangan nyudutin fandom lain juga iya enggak semua begitu,-1
karena aku terlanjur jatuh cinta sama kazu uwu,karena saya lanjur jatuh cinta sama kazu uwu,1
hahaha aku pernah ada kawan berpurdaheminggu sekali je kot dia basuh baju mandi pun sehari sekali je baju dia sem,hahaha saya pernah ada kawan berpurdaheminggu sekali je kot dia basuh baju mandi pun hari sekali je baju dia sem,1
ya allah beratnya dugaan yg kau beri pade mak aku lepas satu2 dugaan yg dye trpkse hadapi,iya allah berat duga yang kamu beri pade ibu saya lepas satu duga yang dye trpkse hadap,-1
bro dalam islam wife wives come first then your children then baru your parents that's why anak anak jangan tertido,saudara laki dalam islam wife wives come first then your children then baru your parents that why anak anak jangan tertido,0
al quran is the answer for everything that happens in this world termasuk alam semesta ini gimanaetiap permasala,al quran is the answer untuk everything that happens ini this world masuk alam semesta ini gimanaetiap masala,0
aku suka kau bang,saya suka kamu mas,1
mini giveaway alhamdulillah aku ke terima mpk dan sc disekolah terus juga beberapa hari yang lalu aku ulang tahun jad,mini giveaway alhamdulillah saya ke terima mpk dan sc seko terus juga beberapa hari yang lalu saya ulang tahun jad,1
ini bukan akun fake yah asli testi dan amanah jangan basa basi atau aku blok open buat hari ini say lagi promo lag,ini bukan akun fake ya asli testimoni dan amanah jangan basa basi atau saya blok open buat hari ini sayang lagi promo lag,0
hiiiiiiih aku rindu kamu,hih saya rindu kamu,-1
dalam handbag mesti ada wet tissue sanitizer compac powder lipstick purse handphone powerbank makeup brush,dalam handbag mesti ada wet ti ue sanitizer compac powder lipstick purse handphone powerbank makeup brush,0
nah ini aku setuju mba biar kapasitas otak calon pemimpin bisa teruji,nah ini saya tuju mbak supaya kapasitas otak calon pimpin bisa uji,1
banyak yang aku ga ngerti twitnya,banyak yang saya enggak erti twitnya,-1
dm nama hotelnya nder aku nanti study tour jg ke jogja,dm nama hotel brother saya nanti study tour juga ke jogja,0
bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga,bila diam je terus kena label kita ini sombongebenarnya saya tidak sombong pun just malu dan at the same time saya jaga adab juga,0
gimana ini aku mau les tapi nggak megang uang,bagaimana ini saya mau les tapi enggak pegang uang,0
suka ke tak suka aku ada aku kesah positif je kau siapa,suka ke tidak suka saya ada saya kesah positif je kamu siapa,1
percayalah dibalik kata aku ikhlas kok ada air mata yg tak terbendung tau gak lu woy,percaya balik kata saya ikhlas kok ada air mata yang tidak bendung tahu enggak kamu woy,-1
harusnya kamu liat sisi buruknya dong wkkwkw,harus kamu lihat sisi buruk dong wkkwkw,-1
aku di asinin chloe,saya di asinin chloe,0
tak faham betul la aku,tidak faham betul lah saya,-1
kak nia aku ikut,kak nia saya ikut,0
kamu minta banget dikasarin beybi,kamu minta banget dikasarin beybi,-1
baca ni,baca ini,0
hahahahaha aku pun tak faham weh,hahahahaha saya pun tidak faham weh,-1
menyambut aku to dut,sambut saya tapi dut,0
benda paling bodoh yang aku pernah buat sayangkan orang yang tak sayang kat aku,benda paling bodoh yang saya pernah buat sayang orang yang tidak sayang kat saya,-1
tadi kan aku ada kerja kelompok gitu ceritanyaama anak multi fakultas ada anak hukum yang sangat uwu duduknya depan aku,tadi kan saya ada kerja kelompok begitu ceritanyaama anak multi fakultas ada anak hukum yang sangat uwu duduk depan saya,0
and lastly mak aku fed up dia dah tak buat sarapan dah lapar cari sendiri geledah je almari tengok makanan yang,dan lastly ibu saya fed up dia deh tidak buat sarap deh lapar cari sendiri geledah je almari jenguk makan yang,-1
jika saatnya tiba sedih akan menjadi tawa perih akan menjadi cerita kenangan akan menjadi guru rindu akan menja,jika saat tiba sedih akan jadi tawa perih akan jadi cerita kenang akan jadi guru rindu akan menja,-1
bagi aku je lah kacang tuuu,bagi saya je lah kacang itu,0
hiiii rachel met siang venusmagazine aku mo request lagunya bcl judulnyaun,hai rachel selamat siang venusmagazine saya mau request lagu bcl judulnyaun,0
eh anak siapa ini apakah tersesat halo apakah kamu tersesat tanyanya sembari menyajajarkan ti,eh anak siapa ini apakah sesat halo apakah kamu sesat tanya sembari menyajajarkan ti,0
disaat pakai bhsa indonesia lalu membahas dg istilah2 yg jarang dipakai saja aku udah kebingungan,saat pakai bhsa indonesia lalu bahas dengan istilah yang jarang pakai saja saya sudah bingung,0
soya paling jahat kot,soya paling jahat kot,-1
kudungan dan lipstikkan dulu ded siapa tahu dikirimin tiket,kudung dan lipstik dulu ded siapa tahu dikirimin tiket,0
akuiap2 paham setengah2 mas nek ngene carane,akuiap paham tengah mas nek ngene carane,0
apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan nggak juga membantu cari,apa yang jadi komunikasi dengan pasang tentang apa yang kamu rasa jika pasang enggak juga bantu cari,1
aku mau hetalia,saya mau hetalia,0
kesian aku tengok lge ni hehe bertabahlah nak compare buatlah prestasi dari 10 may 2018 sampai sekarang 1 january sa,kasihan saya jenguk lge ini he tabah mau compare buat prestasi dari mau sampai sekarang january sa,-1
ya allah best sungguh tdi ddk sebaris dengan crush masa baca yassin tdi bila abis baca dia cium yassin ras,iya allah best sungguh tadi ddk sebar dengan crush masa baca iya ini tadi bila habis baca dia cium iya ini ras,0
jap jap aku rasa benda ni salah kenapa eh bila dlm relationship semua nak salahkan lelaki apa perempuan ni mak,jap jap saya rasa benda ini salah kenapa eh bila dalam relationship semua mau salah lelaki apa perempuan ini ibu,-1
tega an kamu maymunah,tega an kamu maymunah,-1
nanti saat aku berhenti mengeluh saat itulah aku sudah berhenti peduli pada hubungan kita dan berhenti mencintaimu,nanti saat saya henti keluh saat itu saya sudah henti peduli pada hubung kita dan henti cinta,-1
okay aku dah faham situasi sebenar an old man masuk toilet perempuan sebab toilet laki kunci and the guy yg ketuk,okay saya deh faham situasi benar an old laki dewasa masuk toilet perempuan sebab toilet laki kunci dan the guy yang ketuk,1
kan kujadikan semua nyata bukan lagi cuma khayalan semataabar aku masih berusaha untuk mendapatkan kamu kekasih,kan jadi semua nyata bukan lagi cuma khayal semataabar saya masih usaha untuk dapat kamu kasih,0
1 aku memilih islam 2 aku percaya islam 3 aku percaya sama janji allah yg udh tertulis dlm al qur'an,saya pilih islam saya percaya islam saya percaya sama janji allah yang sudah tulis dalam al qur an,1
definisi cemburu menurut kamu apa ekspresi takut kehilangan,definisi cemburu turut kamu apa ekspresi takut hilang,0
aaaaa sayang sayaaang terimakasih ucapannya hwdnya disimpan buat tahun depan yaa fb aku juga dah mati kok gabisa dibuka,sayang sayang terimakasih ucap hwdnya simpan buat tahun depan ya fb saya juga deh mati kok enggak bisa buka,1
aku nanti dateng sama jjh,saya nanti datang sama jjh,0
dieminar relationship blueprint kamu dan pasangan akan belajar kerja sama membangun kesepakatan dan kompromi hubungan,dieminar relationship blueprint kamu dan pasang akan ajar kerja sama bangun sepakat dan kompromi hubung,0
aku akan cuba sabar dengan kau tapi bila aku dah penat sorry lah,saya akan coba sabar dengan kamu tapi bila saya deh penat maaf lah,0
kanan kiri depan belakang juga kamu ganteng,kanan kiri depan belakang juga kamu ganteng,1
gapapa lumayan ada yang berasa pentas ditabok quq a aku pengen tapi mager transportnya heh,gapapa lumayan ada yang asa pentas tabok quq saya pengin tapi malas transportnya heh,-1
teruntukmu tuan katamu akan membunuhku dengan puisimu cobalah tuan bila engkau berhasil menusuk hingga palung,untuk tuan kata akan bunuh dengan puisi coba tuan bila engkau hasil tusuk hingga palung,0
dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha,dear kaum hawa ciri bf apa yang anda suka saya tanya hawa yang jantan jangan komen hahaha,0
aku baca smbil menyanyi hermm,saya baca sambil nyanyi hermm,0
malu gue tuh,malu aku itu,-1
aku gak suka panas makanya aku datang ke sini pagi pagi usui takumi,saya enggak suka panas makanya saya datang ke sini pagi pagi usui takumi,-1
thread jika kamu masih kuliah baru lulus masih cari kerja ini cara paling ampuh untuk memulai segalanya 'aat kam,thread jika kamu masih kuliah baru lulus masih cari kerja ini cara paling ampuh untuk mulai segala aat kamu,0
dah curang satu hal lepastu nak salahkan laki tu pulak lagii ey geram pulak aku,deh curang satu hal lepastu mau salah laki itu pula lagi ey geram pula saya,-1
ketika kamu mencintai seseorang beranikan dirimu tuk mengungkapkan jika tidak beranikan juga dirimu tuk melihat dia dicintai orang lain,ketika kamu cinta orang rani diri untuk ungkap jika tidak rani juga diri untuk lihat dia cinta orang lain,1
samau telanjang yg penting kamu itu cewe ibu janda atau istri orga mau kasih telanjang sama kamu,samau telanjang yang penting kamu itu cewek ibu janda atau istri orga mau kasih telanjang sama kamu,0
abah aku meninggal sebab cancer lidah amp of course sebab rokokiksa dia menahan sakit kita tengok pun nangis goodl,abah saya tinggal sebab cancer lidah amp of course sebab rokokiksa dia tahan sakit kita jenguk pun menang goodl,-1
biar bapak ibu saja yg pergi aku tinggal di bumi ga bisa milih salah satu,supaya bapak ibu saja yang pergi saya tinggal di bumi enggak bisa pilih salah satu,0
bila nak pulang duit aku tuuuwww,bila mau pulang duit saya tuw,0
aku diam bukan berarti aku tidak ingin marah hanya saja aku tidak bisa merasakan amarah skalipun tatsuya,saya diam bukan arti saya tidak ingin marah hanya saja saya tidak bisa rasa amarah skalipun tatsuya,-1
salah satu sebab aku suka buku buku lama ialah lenggok bahasanya terjemahan untuk mechanics ialah kajidayaama juga seper,salah satu sebab saya suka buku buku lama ialah lenggok bahasa terjemah untuk mechanics ialah kajidayaama juga per,1
yuk gabung grup goyanghopee aku bonus koin hingga 100 dengan main bersama grup,yuk gabung grup goyanghopee saya bonus koin hingga dengan main sama grup,0
kalo aku ambil sklian woonie nya gmn,jika saya ambil sklian woonie nya bagaimana,0
tolonglah exam osce lepas ni tayah bagi soalan atau arahan panjang2 dah nervous tak baca soalan dah aku tgok m,tolong exam osce lepas ini tayah bagi soal atau arah panjang deh nervous tidak baca soal deh saya tgok,0
pandangan aku tentang hubungan antara sains amp agama ini adalah bebenang,pandang saya tentang hubung antara sains amp agama ini adalah bebenang,0
eike so utang nya segera dibayar ya kan kemarin ente bisa makan2 sm xxx mu temen,eike sok utang nya segera bayar iya kan kemarin ente bisa makan sama mu teman,0
luar dalam diaorg jela tahu okay ke tk hmm tak payah cerita diaorg dapat agak haa aku ni complicated hahaha,luar dalam diaorg jela tahu okay ke tak hmm tidak payah cerita diaorg dapat agak haa saya ini complicated hahaha,0
haah aku beli tiket online aku beratur untuk print tiket dari pkul 7 30 sbb tiket pkul 8 tah kenapa masetu rama,haah saya beli tiket onlen saya atur untuk print tiket dari pkul sebab tiket pkul teh kenapa masetu rama,0
terimakasih untuk ayah dan ibu maafkan aku jika aku belum sempat membahagiakanmu dengan usahaku,terimakasih untuk ayah dan ibu maaf saya jika saya belum sempat bahagia dengan usaha,1
ga usah janjiin bintang dan bulan untuk aku cukup janjiin kamu bakal selalu bersamaku di bawah cahayanya,enggak perlu janjiin bintang dan bulan untuk saya cukup janjiin kamu bakal selalu sama di bawah cahaya,1
emang nun gigit kak aku belum nonton,memang nun gigit kak saya belum tonton,0
yakiin deh aku gabakalan menang bcs aku ga pandai merangkai kata2,yakiin deh saya gabakalan menang bcs saya enggak pandai rangkai kata,-1
hopefully lepas ni simpan dkt bank tapi ada risiko anai2 moden pulak yg makan,hopefully lepas ini simpan dkt bank tapi ada risiko ana moden pula yang makan,0
maafin huhu hayuu atuh sini dateng ke wisuda aku besok hehe,maaf huhu hayo kalau begitu sini datang ke wisuda saya besok he,0
bukan ingin memiliki tapi ingin mendampingi bukan ingin dicintai tapi ingin mencintai bukan ingin sendiri tapi in,bukan ingin milik tapi ingin damping bukan ingin cinta tapi ingin cinta bukan ingin sendiri tapi ini,1
klo aku to the point wae oom,kalo saya tapi the point wae om,0
eh kenalan yuk kak aku afa 03liner hehe,eh kenal yuk kak saya afa liner he,0
berarti aku anak kapan kemarin lusa,arti saya anak kapan kemarin lusa,0
